date,sales,tokyo_temperature,holiday,,temperature_difference_2009_2018,temperature_difference_2019_2021,,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,AVERAGE2009-2018,AVERAGE2019-2021
2009/1/1,17.59,10.6,1,,0.521428571,0.033333333,1,10.2,11,9.1,8.3,9.6,10.6,10.4,10.6,10.8,9.4,10.3,11.1,10.3,9.4,10.07857143,10.56666667
2009/1/2,23.83,11.6,1,,1.521428571,1.033333333,2,11.5,9.9,11.2,9.1,10.3,9.8,10.4,12.2,12.1,10.1,11.6,13.3,14,10.5,11.14285714,12.96666667
2009/1/3,22.94,10.7,1,,0.621428571,0.133333333,3,13.7,13.2,12.3,12.5,16.4,14.5,15.5,14.9,13.4,16.9,15.4,16,17.9,16.6,14.94285714,16.43333333
2009/1/4,17.14,11.1,1,,1.021428571,0.533333333,4,20.2,16.6,18.9,18.5,19.2,19.6,19.3,20.3,19.9,22.1,19,18.2,20.6,20.2,19.47142857,19.26666667
2009/1/5,10.32,11.8,0,,1.721428571,1.233333333,5,23.6,23,22.2,23.6,24.1,24.7,26.4,25.2,25.1,24.6,25.3,24,24.1,23.5,24.24285714,24.46666667
2009/1/6,10.75,12.5,0,,2.421428571,1.933333333,6,25.8,27.5,26,24.8,26.5,26.9,26.4,26.3,26.4,26.6,25.8,27.5,27.3,27.6,26.52857143,26.86666667
2009/1/7,10.57,9.1,0,,-0.978571429,-1.466666667,7,29.3,31.6,30.9,30.1,31.4,30.5,30.1,29.7,31.8,32.7,27.5,27.7,30.3,31.7,30.37857143,28.5
2009/1/8,9.17,9.8,0,,-0.278571429,-0.766666667,8,30.1,33.5,31.2,33.1,33.2,31.2,30.5,31.6,30.4,32.5,32.8,34.1,31.6,32,31.98571429,32.83333333
2009/1/9,8.2,6.8,0,,-3.278571429,-3.766666667,9,26.5,29,28.8,29.8,28.8,26.9,26.4,27.7,26.8,26.6,29.4,28.1,26.2,28.8,27.84285714,27.9
2009/1/10,12.31,10.8,1,,0.721428571,0.233333333,10,22.3,21.8,23,23,23,23,22.7,22.6,20.1,23,23.3,21.4,22.7,21.5,22.38571429,22.46666667
2009/1/11,13.75,7.9,1,,-2.178571429,-2.666666667,11,17,17.2,18.3,16.3,17.4,17.4,17.8,15.5,16.6,17.7,17.7,18.6,18.6,19.1,17.51428571,18.3
2009/1/12,12.13,8.4,1,,-1.678571429,-2.166666667,12,12.4,13.7,11.1,11.2,12.1,11,13.4,13.8,11.1,12.1,12.6,12.3,12.5,12.2,12.25,12.46666667
2009/1/13,7.69,10.3,0,,0.221428571,-0.266666667,,,,,,,,,,,,,,,,,
2009/1/14,6.49,9.8,0,,-0.278571429,-0.766666667,,,,,,,,,,,,,,,,,
2009/1/15,5.3,7.6,0,,-2.478571429,-2.966666667,,,,,,,,,,,,,,,,,
2009/1/16,7.62,9,0,,-1.078571429,-1.566666667,,,,,,,,,,,,,,,,,
2009/1/17,13.79,11.6,1,,1.521428571,1.033333333,,,,,,,,,,,,,,,,,
2009/1/18,16.08,8.3,1,,-1.778571429,-2.266666667,,,,,,,,,,,,,,,,,
2009/1/19,6.73,15.3,0,,5.221428571,4.733333333,,,,,,,,,,,,,,,,,
2009/1/20,10.51,9.2,0,,-0.878571429,-1.366666667,,,,,,,,,,,,,,,,,
2009/1/21,7.12,9.1,0,,-0.978571429,-1.466666667,,,,,,,,,,,,,,,,,
2009/1/22,8.35,7.2,0,,-2.878571429,-3.366666667,,,,,,,,,,,,,,,,,
2009/1/23,10.68,14.8,0,,4.721428571,4.233333333,,,,,,,,,,,,,,,,,
2009/1/24,14.25,11.6,1,,1.521428571,1.033333333,,,,,,,,,,,,,,,,,
2009/1/25,15.3,10,1,,-0.078571429,-0.566666667,,,,,,,,,,,,,,,,,
2009/1/26,5.48,10.7,0,,0.621428571,0.133333333,,,,,,,,,,,,,,,,,
2009/1/27,10.64,11.3,0,,1.221428571,0.733333333,,,,,,,,,,,,,,,,,
2009/1/28,7.8,9.3,0,,-0.778571429,-1.266666667,,,,,,,,,,,,,,,,,
2009/1/29,6.55,10.9,0,,0.821428571,0.333333333,,,,,,,,,,,,,,,,,
2009/1/30,8.49,11.5,0,,1.421428571,0.933333333,,,,,,,,,,,,,,,,,
2009/1/31,13.18,8.9,1,,-1.178571429,-1.666666667,,,,,,,,,,,,,,,,,
2009/2/1,14.95,10.9,1,,-0.242857143,-2.066666667,,,,,,,,,,,,,,,,,
2009/2/2,9.26,8.9,0,,-2.242857143,-4.066666667,,,,,,,,,,,,,,,,,
2009/2/3,8.16,14.1,0,,2.957142857,1.133333333,,,,,,,,,,,,,,,,,
2009/2/4,9.05,9.9,0,,-1.242857143,-3.066666667,,,,,,,,,,,,,,,,,
2009/2/5,9.98,9.7,0,,-1.442857143,-3.266666667,,,,,,,,,,,,,,,,,
2009/2/6,10.27,12,0,,0.857142857,-0.966666667,,,,,,,,,,,,,,,,,
2009/2/7,15.73,10.4,1,,-0.742857143,-2.566666667,,,,,,,,,,,,,,,,,
2009/2/8,16.37,11.9,1,,0.757142857,-1.066666667,,,,,,,,,,,,,,,,,
2009/2/9,8.07,8.1,0,,-3.042857143,-4.866666667,,,,,,,,,,,,,,,,,
2009/2/10,10.58,14.3,0,,3.157142857,1.333333333,,,,,,,,,,,,,,,,,
2009/2/11,12.33,8.5,1,,-2.642857143,-4.466666667,,,,,,,,,,,,,,,,,
2009/2/12,9.54,15.3,0,,4.157142857,2.333333333,,,,,,,,,,,,,,,,,
2009/2/13,8.31,17.6,0,,6.457142857,4.633333333,,,,,,,,,,,,,,,,,
2009/2/14,16.47,23.9,1,,12.75714286,10.93333333,,,,,,,,,,,,,,,,,
2009/2/15,16.57,14.9,1,,3.757142857,1.933333333,,,,,,,,,,,,,,,,,
2009/2/16,6.79,15.4,0,,4.257142857,2.433333333,,,,,,,,,,,,,,,,,
2009/2/17,7.65,8.8,0,,-2.342857143,-4.166666667,,,,,,,,,,,,,,,,,
2009/2/18,8.66,10.3,0,,-0.842857143,-2.666666667,,,,,,,,,,,,,,,,,
2009/2/19,7.36,9.3,0,,-1.842857143,-3.666666667,,,,,,,,,,,,,,,,,
2009/2/20,10.14,11.1,0,,-0.042857143,-1.866666667,,,,,,,,,,,,,,,,,
2009/2/21,12.3,9.9,1,,-1.242857143,-3.066666667,,,,,,,,,,,,,,,,,
2009/2/22,17.37,14,1,,2.857142857,1.033333333,,,,,,,,,,,,,,,,,
2009/2/23,8.61,9.7,0,,-1.442857143,-3.266666667,,,,,,,,,,,,,,,,,
2009/2/24,7.26,7.4,0,,-3.742857143,-5.566666667,,,,,,,,,,,,,,,,,
2009/2/25,9.33,10.6,0,,-0.542857143,-2.366666667,,,,,,,,,,,,,,,,,
2009/2/26,8.54,9.9,0,,-1.242857143,-3.066666667,,,,,,,,,,,,,,,,,
2009/2/27,8.45,5.3,0,,-5.842857143,-7.666666667,,,,,,,,,,,,,,,,,
2009/2/28,14.8,10.3,1,,-0.842857143,-2.666666667,,,,,,,,,,,,,,,,,
2009/3/1,19.68,9,1,,-5.942857143,-7.433333333,,,,,,,,,,,,,,,,,
2009/3/2,7.91,10.6,0,,-4.342857143,-5.833333333,,,,,,,,,,,,,,,,,
2009/3/3,9.05,6,0,,-8.942857143,-10.43333333,,,,,,,,,,,,,,,,,
2009/3/4,9.47,9.2,0,,-5.742857143,-7.233333333,,,,,,,,,,,,,,,,,
2009/3/5,8.38,11.9,0,,-3.042857143,-4.533333333,,,,,,,,,,,,,,,,,
2009/3/6,9.27,12.6,0,,-2.342857143,-3.833333333,,,,,,,,,,,,,,,,,
2009/3/7,16.2,14.7,1,,-0.242857143,-1.733333333,,,,,,,,,,,,,,,,,
2009/3/8,13.41,9.8,1,,-5.142857143,-6.633333333,,,,,,,,,,,,,,,,,
2009/3/9,6.55,12.7,0,,-2.242857143,-3.733333333,,,,,,,,,,,,,,,,,
2009/3/10,11.45,17.6,0,,2.657142857,1.166666667,,,,,,,,,,,,,,,,,
2009/3/11,11.01,11.6,0,,-3.342857143,-4.833333333,,,,,,,,,,,,,,,,,
2009/3/12,9.77,11.8,0,,-3.142857143,-4.633333333,,,,,,,,,,,,,,,,,
2009/3/13,8.38,13.6,0,,-1.342857143,-2.833333333,,,,,,,,,,,,,,,,,
2009/3/14,12.78,16.3,1,,1.357142857,-0.133333333,,,,,,,,,,,,,,,,,
2009/3/15,17.74,13.9,1,,-1.042857143,-2.533333333,,,,,,,,,,,,,,,,,
2009/3/16,10.06,14.9,0,,-0.042857143,-1.533333333,,,,,,,,,,,,,,,,,
2009/3/17,12.9,18.7,0,,3.757142857,2.266666667,,,,,,,,,,,,,,,,,
2009/3/18,13.51,20.7,0,,5.757142857,4.266666667,,,,,,,,,,,,,,,,,
2009/3/19,12.22,23.2,0,,8.257142857,6.766666667,,,,,,,,,,,,,,,,,
2009/3/20,17.63,19.9,1,,4.957142857,3.466666667,,,,,,,,,,,,,,,,,
2009/3/21,17.88,15.5,1,,0.557142857,-0.933333333,,,,,,,,,,,,,,,,,
2009/3/22,15.08,17,1,,2.057142857,0.566666667,,,,,,,,,,,,,,,,,
2009/3/23,11.17,16.5,0,,1.557142857,0.066666667,,,,,,,,,,,,,,,,,
2009/3/24,10.63,10.9,0,,-4.042857143,-5.533333333,,,,,,,,,,,,,,,,,
2009/3/25,10.27,10.6,0,,-4.342857143,-5.833333333,,,,,,,,,,,,,,,,,
2009/3/26,11.9,11.7,0,,-3.242857143,-4.733333333,,,,,,,,,,,,,,,,,
2009/3/27,12.58,13,0,,-1.942857143,-3.433333333,,,,,,,,,,,,,,,,,
2009/3/28,14.86,10.8,1,,-4.142857143,-5.633333333,,,,,,,,,,,,,,,,,
2009/3/29,19.89,13,1,,-1.942857143,-3.433333333,,,,,,,,,,,,,,,,,
2009/3/30,10.83,12.7,0,,-2.242857143,-3.733333333,,,,,,,,,,,,,,,,,
2009/3/31,13.43,13.6,0,,-1.342857143,-2.833333333,,,,,,,,,,,,,,,,,
2009/4/1,13.92,12.5,0,,-6.971428571,-6.766666667,,,,,,,,,,,,,,,,,
2009/4/2,12.65,14.8,0,,-4.671428571,-4.466666667,,,,,,,,,,,,,,,,,
2009/4/3,18.55,17.2,0,,-2.271428571,-2.066666667,,,,,,,,,,,,,,,,,
2009/4/4,18.58,18.1,1,,-1.371428571,-1.166666667,,,,,,,,,,,,,,,,,
2009/4/5,27.47,19,1,,-0.471428571,-0.266666667,,,,,,,,,,,,,,,,,
2009/4/6,13.8,19.2,0,,-0.271428571,-0.066666667,,,,,,,,,,,,,,,,,
2009/4/7,14.89,20.7,0,,1.228571429,1.433333333,,,,,,,,,,,,,,,,,
2009/4/8,14.37,20.4,0,,0.928571429,1.133333333,,,,,,,,,,,,,,,,,
2009/4/9,20.42,24.3,0,,4.828571429,5.033333333,,,,,,,,,,,,,,,,,
2009/4/10,23.55,23.2,0,,3.728571429,3.933333333,,,,,,,,,,,,,,,,,
2009/4/11,32.45,26.1,1,,6.628571429,6.833333333,,,,,,,,,,,,,,,,,
2009/4/12,30.2,20.6,1,,1.128571429,1.333333333,,,,,,,,,,,,,,,,,
2009/4/13,16.25,23.1,0,,3.628571429,3.833333333,,,,,,,,,,,,,,,,,
2009/4/14,11.3,23,0,,3.528571429,3.733333333,,,,,,,,,,,,,,,,,
2009/4/15,18.39,24.4,0,,4.928571429,5.133333333,,,,,,,,,,,,,,,,,
2009/4/16,15.6,22.8,0,,3.328571429,3.533333333,,,,,,,,,,,,,,,,,
2009/4/17,16.73,15.4,0,,-4.071428571,-3.866666667,,,,,,,,,,,,,,,,,
2009/4/18,30.55,18.9,1,,-0.571428571,-0.366666667,,,,,,,,,,,,,,,,,
2009/4/19,31.23,22.5,1,,3.028571429,3.233333333,,,,,,,,,,,,,,,,,
2009/4/20,14.12,20.2,0,,0.728571429,0.933333333,,,,,,,,,,,,,,,,,
2009/4/21,12.36,20.2,0,,0.728571429,0.933333333,,,,,,,,,,,,,,,,,
2009/4/22,18.1,24.3,0,,4.828571429,5.033333333,,,,,,,,,,,,,,,,,
2009/4/23,12.99,21.6,0,,2.128571429,2.333333333,,,,,,,,,,,,,,,,,
2009/4/24,15.23,16.4,0,,-3.071428571,-2.866666667,,,,,,,,,,,,,,,,,
2009/4/25,17.31,13.3,1,,-6.171428571,-5.966666667,,,,,,,,,,,,,,,,,
2009/4/26,22.49,22.7,1,,3.228571429,3.433333333,,,,,,,,,,,,,,,,,
2009/4/27,12.75,19.4,0,,-0.071428571,0.133333333,,,,,,,,,,,,,,,,,
2009/4/28,16.44,17.6,0,,-1.871428571,-1.666666667,,,,,,,,,,,,,,,,,
2009/4/29,29.22,20.8,1,,1.328571429,1.533333333,,,,,,,,,,,,,,,,,
2009/4/30,17.06,23,0,,3.528571429,3.733333333,,,,,,,,,,,,,,,,,
2009/5/1,25.39,23.8,0,,-0.442857143,-0.666666667,,,,,,,,,,,,,,,,,
2009/5/2,37.47,24.5,1,,0.257142857,0.033333333,,,,,,,,,,,,,,,,,
2009/5/3,41.57,23.5,1,,-0.742857143,-0.966666667,,,,,,,,,,,,,,,,,
2009/5/4,40.56,23.7,1,,-0.542857143,-0.766666667,,,,,,,,,,,,,,,,,
2009/5/5,32.41,19.9,1,,-4.342857143,-4.566666667,,,,,,,,,,,,,,,,,
2009/5/6,23.05,19.4,1,,-4.842857143,-5.066666667,,,,,,,,,,,,,,,,,
2009/5/7,13.76,19.8,0,,-4.442857143,-4.666666667,,,,,,,,,,,,,,,,,
2009/5/8,16.64,20.3,0,,-3.942857143,-4.166666667,,,,,,,,,,,,,,,,,
2009/5/9,34.3,25.5,1,,1.257142857,1.033333333,,,,,,,,,,,,,,,,,
2009/5/10,37.7,28.3,1,,4.057142857,3.833333333,,,,,,,,,,,,,,,,,
2009/5/11,18.44,24.8,0,,0.557142857,0.333333333,,,,,,,,,,,,,,,,,
2009/5/12,20.98,24.9,0,,0.657142857,0.433333333,,,,,,,,,,,,,,,,,
2009/5/13,18.18,26.3,0,,2.057142857,1.833333333,,,,,,,,,,,,,,,,,
2009/5/14,20.32,23.4,0,,-0.842857143,-1.066666667,,,,,,,,,,,,,,,,,
2009/5/15,16.14,20.1,0,,-4.142857143,-4.366666667,,,,,,,,,,,,,,,,,
2009/5/16,22,19.6,1,,-4.642857143,-4.866666667,,,,,,,,,,,,,,,,,
2009/5/17,20.34,22,1,,-2.242857143,-2.466666667,,,,,,,,,,,,,,,,,
2009/5/18,21.55,28.4,0,,4.157142857,3.933333333,,,,,,,,,,,,,,,,,
2009/5/19,22.46,24.2,0,,-0.042857143,-0.266666667,,,,,,,,,,,,,,,,,
2009/5/20,26.45,29.3,0,,5.057142857,4.833333333,,,,,,,,,,,,,,,,,
2009/5/21,22.01,27.6,0,,3.357142857,3.133333333,,,,,,,,,,,,,,,,,
2009/5/22,19.65,24.3,0,,0.057142857,-0.166666667,,,,,,,,,,,,,,,,,
2009/5/23,36.63,28.6,1,,4.357142857,4.133333333,,,,,,,,,,,,,,,,,
2009/5/24,29.08,22,1,,-2.242857143,-2.466666667,,,,,,,,,,,,,,,,,
2009/5/25,19.83,22.8,0,,-1.442857143,-1.666666667,,,,,,,,,,,,,,,,,
2009/5/26,21.37,25.8,0,,1.557142857,1.333333333,,,,,,,,,,,,,,,,,
2009/5/27,16.24,26,0,,1.757142857,1.533333333,,,,,,,,,,,,,,,,,
2009/5/28,15.15,20,0,,-4.242857143,-4.466666667,,,,,,,,,,,,,,,,,
2009/5/29,19.98,19.5,0,,-4.742857143,-4.966666667,,,,,,,,,,,,,,,,,
2009/5/30,26.75,20.4,1,,-3.842857143,-4.066666667,,,,,,,,,,,,,,,,,
2009/5/31,31.25,22.9,1,,-1.342857143,-1.566666667,,,,,,,,,,,,,,,,,
2009/6/1,22.03,22.1,0,,-4.428571429,-4.766666667,,,,,,,,,,,,,,,,,
2009/6/2,21.79,26.2,0,,-0.328571429,-0.666666667,,,,,,,,,,,,,,,,,
2009/6/3,18.66,24.4,0,,-2.128571429,-2.466666667,,,,,,,,,,,,,,,,,
2009/6/4,18.27,23.5,0,,-3.028571429,-3.366666667,,,,,,,,,,,,,,,,,
2009/6/5,18.33,21.8,0,,-4.728571429,-5.066666667,,,,,,,,,,,,,,,,,
2009/6/6,30.26,24.2,1,,-2.328571429,-2.666666667,,,,,,,,,,,,,,,,,
2009/6/7,37.35,28.9,1,,2.371428571,2.033333333,,,,,,,,,,,,,,,,,
2009/6/8,18.93,20.2,0,,-6.328571429,-6.666666667,,,,,,,,,,,,,,,,,
2009/6/9,22.03,24.3,0,,-2.228571429,-2.566666667,,,,,,,,,,,,,,,,,
2009/6/10,18.55,25.9,0,,-0.628571429,-0.966666667,,,,,,,,,,,,,,,,,
2009/6/11,19.39,25,0,,-1.528571429,-1.866666667,,,,,,,,,,,,,,,,,
2009/6/12,24.47,28.1,0,,1.571428571,1.233333333,,,,,,,,,,,,,,,,,
2009/6/13,37.77,26.8,1,,0.271428571,-0.066666667,,,,,,,,,,,,,,,,,
2009/6/14,36.92,23.9,1,,-2.628571429,-2.966666667,,,,,,,,,,,,,,,,,
2009/6/15,16.98,23.9,0,,-2.628571429,-2.966666667,,,,,,,,,,,,,,,,,
2009/6/16,22.45,23.3,0,,-3.228571429,-3.566666667,,,,,,,,,,,,,,,,,
2009/6/17,25.26,24.6,0,,-1.928571429,-2.266666667,,,,,,,,,,,,,,,,,
2009/6/18,23.53,24.1,0,,-2.428571429,-2.766666667,,,,,,,,,,,,,,,,,
2009/6/19,26.5,26.7,0,,0.171428571,-0.166666667,,,,,,,,,,,,,,,,,
2009/6/20,41.07,27.6,1,,1.071428571,0.733333333,,,,,,,,,,,,,,,,,
2009/6/21,36.51,24,1,,-2.528571429,-2.866666667,,,,,,,,,,,,,,,,,
2009/6/22,23.12,24.9,0,,-1.628571429,-1.966666667,,,,,,,,,,,,,,,,,
2009/6/23,32.51,29.7,0,,3.171428571,2.833333333,,,,,,,,,,,,,,,,,
2009/6/24,24.44,26.9,0,,0.371428571,0.033333333,,,,,,,,,,,,,,,,,
2009/6/25,31.37,28.2,0,,1.671428571,1.333333333,,,,,,,,,,,,,,,,,
2009/6/26,31.51,31.9,0,,5.371428571,5.033333333,,,,,,,,,,,,,,,,,
2009/6/27,49.42,31.8,1,,5.271428571,4.933333333,,,,,,,,,,,,,,,,,
2009/6/28,39.3,25.6,1,,-0.928571429,-1.266666667,,,,,,,,,,,,,,,,,
2009/6/29,22.32,29.9,0,,3.371428571,3.033333333,,,,,,,,,,,,,,,,,
2009/6/30,27.48,25.7,0,,-0.828571429,-1.166666667,,,,,,,,,,,,,,,,,
2009/7/1,26.13,25.7,0,,-4.678571429,-2.8,,,,,,,,,,,,,,,,,
2009/7/2,23.43,22.6,0,,-7.778571429,-5.9,,,,,,,,,,,,,,,,,
2009/7/3,24.67,26.3,0,,-4.078571429,-2.2,,,,,,,,,,,,,,,,,
2009/7/4,40.6,27.6,1,,-2.778571429,-0.9,,,,,,,,,,,,,,,,,
2009/7/5,41.23,26.3,1,,-4.078571429,-2.2,,,,,,,,,,,,,,,,,
2009/7/6,23.79,24.7,0,,-5.678571429,-3.8,,,,,,,,,,,,,,,,,
2009/7/7,33.37,31.5,0,,1.121428571,3,,,,,,,,,,,,,,,,,
2009/7/8,23.58,27.8,0,,-2.578571429,-0.7,,,,,,,,,,,,,,,,,
2009/7/9,26.89,30.5,0,,0.121428571,2,,,,,,,,,,,,,,,,,
2009/7/10,25.87,30.3,0,,-0.078571429,1.8,,,,,,,,,,,,,,,,,
2009/7/11,43.22,27.4,1,,-2.978571429,-1.1,,,,,,,,,,,,,,,,,
2009/7/12,49.76,29.2,1,,-1.178571429,0.7,,,,,,,,,,,,,,,,,
2009/7/13,30.71,33.6,0,,3.221428571,5.1,,,,,,,,,,,,,,,,,
2009/7/14,36.8,31.3,0,,0.921428571,2.8,,,,,,,,,,,,,,,,,
2009/7/15,33.47,33.6,0,,3.221428571,5.1,,,,,,,,,,,,,,,,,
2009/7/16,38.05,34.2,0,,3.821428571,5.7,,,,,,,,,,,,,,,,,
2009/7/17,38.06,28.4,0,,-1.978571429,-0.1,,,,,,,,,,,,,,,,,
2009/7/18,45.66,29.8,1,,-0.578571429,1.3,,,,,,,,,,,,,,,,,
2009/7/19,53.85,33.9,1,,3.521428571,5.4,,,,,,,,,,,,,,,,,
2009/7/20,42.73,30,1,,-0.378571429,1.5,,,,,,,,,,,,,,,,,
2009/7/21,26.19,23.7,0,,-6.678571429,-4.8,,,,,,,,,,,,,,,,,
2009/7/22,30.94,27.7,0,,-2.678571429,-0.8,,,,,,,,,,,,,,,,,
2009/7/23,28.31,29.7,0,,-0.678571429,1.2,,,,,,,,,,,,,,,,,
2009/7/24,31.66,27.9,0,,-2.478571429,-0.6,,,,,,,,,,,,,,,,,
2009/7/25,42.85,31.9,1,,1.521428571,3.4,,,,,,,,,,,,,,,,,
2009/7/26,49.17,33.8,1,,3.421428571,5.3,,,,,,,,,,,,,,,,,
2009/7/27,28.5,30.9,0,,0.521428571,2.4,,,,,,,,,,,,,,,,,
2009/7/28,31.28,28.4,0,,-1.978571429,-0.1,,,,,,,,,,,,,,,,,
2009/7/29,32.36,31.2,0,,0.821428571,2.7,,,,,,,,,,,,,,,,,
2009/7/30,36.86,33.2,0,,2.821428571,4.7,,,,,,,,,,,,,,,,,
2009/7/31,31.66,26.5,0,,-3.878571429,-2,,,,,,,,,,,,,,,,,
2009/8/1,41.99,29,1,,-2.985714286,-3.833333333,,,,,,,,,,,,,,,,,
2009/8/2,38.96,26.4,1,,-5.585714286,-6.433333333,,,,,,,,,,,,,,,,,
2009/8/3,34.68,30.3,0,,-1.685714286,-2.533333333,,,,,,,,,,,,,,,,,
2009/8/4,31.65,29.6,0,,-2.385714286,-3.233333333,,,,,,,,,,,,,,,,,
2009/8/5,36.95,30,0,,-1.985714286,-2.833333333,,,,,,,,,,,,,,,,,
2009/8/6,35.76,30.5,0,,-1.485714286,-2.333333333,,,,,,,,,,,,,,,,,
2009/8/7,37.25,33.2,0,,1.214285714,0.366666667,,,,,,,,,,,,,,,,,
2009/8/8,52.45,30.4,1,,-1.585714286,-2.433333333,,,,,,,,,,,,,,,,,
2009/8/9,49.62,32.1,1,,0.114285714,-0.733333333,,,,,,,,,,,,,,,,,
2009/8/10,36.88,28.6,0,,-3.385714286,-4.233333333,,,,,,,,,,,,,,,,,
2009/8/11,42.07,29.1,0,,-2.885714286,-3.733333333,,,,,,,,,,,,,,,,,
2009/8/12,50.51,30.6,0,,-1.385714286,-2.233333333,,,,,,,,,,,,,,,,,
2009/8/13,48.31,31.7,0,,-0.285714286,-1.133333333,,,,,,,,,,,,,,,,,
2009/8/14,47.14,30.5,0,,-1.485714286,-2.333333333,,,,,,,,,,,,,,,,,
2009/8/15,53.03,31.7,1,,-0.285714286,-1.133333333,,,,,,,,,,,,,,,,,
2009/8/16,55.53,33.2,1,,1.214285714,0.366666667,,,,,,,,,,,,,,,,,
2009/8/17,35.67,30.8,0,,-1.185714286,-2.033333333,,,,,,,,,,,,,,,,,
2009/8/18,37.29,30.1,0,,-1.885714286,-2.733333333,,,,,,,,,,,,,,,,,
2009/8/19,35.94,31.3,0,,-0.685714286,-1.533333333,,,,,,,,,,,,,,,,,
2009/8/20,36.81,31.6,0,,-0.385714286,-1.233333333,,,,,,,,,,,,,,,,,
2009/8/21,34.38,32.5,0,,0.514285714,-0.333333333,,,,,,,,,,,,,,,,,
2009/8/22,46.31,31.6,1,,-0.385714286,-1.233333333,,,,,,,,,,,,,,,,,
2009/8/23,44.12,30.7,1,,-1.285714286,-2.133333333,,,,,,,,,,,,,,,,,
2009/8/24,24.21,30.2,0,,-1.785714286,-2.633333333,,,,,,,,,,,,,,,,,
2009/8/25,32.88,27.7,0,,-4.285714286,-5.133333333,,,,,,,,,,,,,,,,,
2009/8/26,31.99,27.6,0,,-4.385714286,-5.233333333,,,,,,,,,,,,,,,,,
2009/8/27,28.11,29.6,0,,-2.385714286,-3.233333333,,,,,,,,,,,,,,,,,
2009/8/28,34.93,31.4,0,,-0.585714286,-1.433333333,,,,,,,,,,,,,,,,,
2009/8/29,42.01,32.3,1,,0.314285714,-0.533333333,,,,,,,,,,,,,,,,,
2009/8/30,39.51,27.1,1,,-4.885714286,-5.733333333,,,,,,,,,,,,,,,,,
2009/8/31,17.9,22.2,0,,-9.785714286,-10.63333333,,,,,,,,,,,,,,,,,
2009/9/1,27.98,31.5,0,,3.657142857,3.6,,,,,,,,,,,,,,,,,
2009/9/2,22.01,24,0,,-3.842857143,-3.9,,,,,,,,,,,,,,,,,
2009/9/3,21.66,24.5,0,,-3.342857143,-3.4,,,,,,,,,,,,,,,,,
2009/9/4,21.09,26.2,0,,-1.642857143,-1.7,,,,,,,,,,,,,,,,,
2009/9/5,37.54,29,1,,1.157142857,1.1,,,,,,,,,,,,,,,,,
2009/9/6,45.43,28.5,1,,0.657142857,0.6,,,,,,,,,,,,,,,,,
2009/9/7,21.11,29.3,0,,1.457142857,1.4,,,,,,,,,,,,,,,,,
2009/9/8,24.84,28.8,0,,0.957142857,0.9,,,,,,,,,,,,,,,,,
2009/9/9,19.06,23.7,0,,-4.142857143,-4.2,,,,,,,,,,,,,,,,,
2009/9/10,21.26,28.8,0,,0.957142857,0.9,,,,,,,,,,,,,,,,,
2009/9/11,23.17,26.9,0,,-0.942857143,-1,,,,,,,,,,,,,,,,,
2009/9/12,25.08,23.3,1,,-4.542857143,-4.6,,,,,,,,,,,,,,,,,
2009/9/13,28.76,28.9,1,,1.057142857,1,,,,,,,,,,,,,,,,,
2009/9/14,15.03,26.4,0,,-1.442857143,-1.5,,,,,,,,,,,,,,,,,
2009/9/15,17.64,23.9,0,,-3.942857143,-4,,,,,,,,,,,,,,,,,
2009/9/16,18.61,28.3,0,,0.457142857,0.4,,,,,,,,,,,,,,,,,
2009/9/17,18.83,26.5,0,,-1.342857143,-1.4,,,,,,,,,,,,,,,,,
2009/9/18,19.61,23.8,0,,-4.042857143,-4.1,,,,,,,,,,,,,,,,,
2009/9/19,30.69,25.7,1,,-2.142857143,-2.2,,,,,,,,,,,,,,,,,
2009/9/20,38.65,28.1,1,,0.257142857,0.2,,,,,,,,,,,,,,,,,
2009/9/21,28.17,23.4,1,,-4.442857143,-4.5,,,,,,,,,,,,,,,,,
2009/9/22,29.01,25.8,1,,-2.042857143,-2.1,,,,,,,,,,,,,,,,,
2009/9/23,26.66,26.9,1,,-0.942857143,-1,,,,,,,,,,,,,,,,,
2009/9/24,21.3,27.6,0,,-0.242857143,-0.3,,,,,,,,,,,,,,,,,
2009/9/25,21.73,28.5,0,,0.657142857,0.6,,,,,,,,,,,,,,,,,
2009/9/26,29.09,27.8,1,,-0.042857143,-0.1,,,,,,,,,,,,,,,,,
2009/9/27,28.08,24.4,1,,-3.442857143,-3.5,,,,,,,,,,,,,,,,,
2009/9/28,15.4,26.5,0,,-1.342857143,-1.4,,,,,,,,,,,,,,,,,
2009/9/29,14.4,25.1,0,,-2.742857143,-2.8,,,,,,,,,,,,,,,,,
2009/9/30,11.54,23.2,0,,-4.642857143,-4.7,,,,,,,,,,,,,,,,,
2009/10/1,17.72,24.1,0,,1.714285714,1.633333333,,,,,,,,,,,,,,,,,
2009/10/2,13.73,24.6,0,,2.214285714,2.133333333,,,,,,,,,,,,,,,,,
2009/10/3,28.37,25.1,1,,2.714285714,2.633333333,,,,,,,,,,,,,,,,,
2009/10/4,27.93,25.8,1,,3.414285714,3.333333333,,,,,,,,,,,,,,,,,
2009/10/5,13.72,21.1,0,,-1.285714286,-1.366666667,,,,,,,,,,,,,,,,,
2009/10/6,11.71,19,0,,-3.385714286,-3.466666667,,,,,,,,,,,,,,,,,
