date,sales,tokyo_temperature,holiday,,temperature_difference_2009_2018,temperature_difference_2019_2021,,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,AVERAGE2009-2018,AVERAGE2019-2021
2012/2/17,8.63,8.8,0,,-1.771428571,-4.166666667,,,,,,,,,,,,,,,,,
2012/2/18,12.03,6.4,1,,-4.171428571,-6.566666667,,,,,,,,,,,,,,,,,
2012/2/19,13.38,7.6,1,,-2.971428571,-5.366666667,,,,,,,,,,,,,,,,,
2012/2/20,7.47,10.4,0,,-0.171428571,-2.566666667,,,,,,,,,,,,,,,,,
2012/2/21,8.54,12.6,0,,2.028571429,-0.366666667,,,,,,,,,,,,,,,,,
2012/2/22,8.17,9.8,0,,-0.771428571,-3.166666667,,,,,,,,,,,,,,,,,
2012/2/23,7.1,11.5,0,,0.928571429,-1.466666667,,,,,,,,,,,,,,,,,
2012/2/24,8.51,15.4,0,,4.828571429,2.433333333,,,,,,,,,,,,,,,,,
2012/2/25,11.54,10.2,1,,-0.371428571,-2.766666667,,,,,,,,,,,,,,,,,
2012/2/26,14.45,9.2,1,,-1.371428571,-3.766666667,,,,,,,,,,,,,,,,,
2012/2/27,7.38,9.2,0,,-1.371428571,-3.766666667,,,,,,,,,,,,,,,,,
2012/2/28,7.03,6.9,0,,-3.671428571,-6.066666667,,,,,,,,,,,,,,,,,
2012/3/1,11.15,12.4,0,,-2.471428571,-4.033333333,,,,,,,,,,,,,,,,,
2012/3/2,9.87,10.4,0,,-4.471428571,-6.033333333,,,,,,,,,,,,,,,,,
2012/3/3,19.72,11.6,1,,-3.271428571,-4.833333333,,,,,,,,,,,,,,,,,
2012/3/4,14.75,6.6,1,,-8.271428571,-9.833333333,,,,,,,,,,,,,,,,,
2012/3/5,7.58,10.1,0,,-4.771428571,-6.333333333,,,,,,,,,,,,,,,,,
2012/3/6,7.97,15.1,0,,0.228571429,-1.333333333,,,,,,,,,,,,,,,,,
2012/3/7,10.83,15.7,0,,0.828571429,-0.733333333,,,,,,,,,,,,,,,,,
2012/3/8,10.53,11.1,0,,-3.771428571,-5.333333333,,,,,,,,,,,,,,,,,
2012/3/9,7.77,9.7,0,,-5.171428571,-6.733333333,,,,,,,,,,,,,,,,,
2012/3/10,13.53,7.6,1,,-7.271428571,-8.833333333,,,,,,,,,,,,,,,,,
2012/3/11,15.64,11.1,1,,-3.771428571,-5.333333333,,,,,,,,,,,,,,,,,
2012/3/12,9.46,12.6,0,,-2.271428571,-3.833333333,,,,,,,,,,,,,,,,,
2012/3/13,8.8,10.7,0,,-4.171428571,-5.733333333,,,,,,,,,,,,,,,,,
2012/3/14,11.39,10.4,0,,-4.471428571,-6.033333333,,,,,,,,,,,,,,,,,
2012/3/15,7.51,13.6,0,,-1.271428571,-2.833333333,,,,,,,,,,,,,,,,,
2012/3/16,8.23,11.1,0,,-3.771428571,-5.333333333,,,,,,,,,,,,,,,,,
2012/3/17,15.4,10.3,1,,-4.571428571,-6.133333333,,,,,,,,,,,,,,,,,
2012/3/18,16.85,11.8,1,,-3.071428571,-4.633333333,,,,,,,,,,,,,,,,,
2012/3/19,9.32,12.2,0,,-2.671428571,-4.233333333,,,,,,,,,,,,,,,,,
2012/3/20,13.67,12.1,1,,-2.771428571,-4.333333333,,,,,,,,,,,,,,,,,
2012/3/21,11.2,11.6,0,,-3.271428571,-4.833333333,,,,,,,,,,,,,,,,,
2012/3/22,11.11,14.8,0,,-0.071428571,-1.633333333,,,,,,,,,,,,,,,,,
2012/3/23,10.42,12.2,0,,-2.671428571,-4.233333333,,,,,,,,,,,,,,,,,
2012/3/24,19.9,11.6,1,,-3.271428571,-4.833333333,,,,,,,,,,,,,,,,,
2012/3/25,19.41,13.8,1,,-1.071428571,-2.633333333,,,,,,,,,,,,,,,,,
2012/3/26,13.06,12.1,0,,-2.771428571,-4.333333333,,,,,,,,,,,,,,,,,
2012/3/27,12.21,14,0,,-0.871428571,-2.433333333,,,,,,,,,,,,,,,,,
2012/3/28,12.12,17.1,0,,2.228571429,0.666666667,,,,,,,,,,,,,,,,,
2012/3/29,15.46,16.3,0,,1.428571429,-0.133333333,,,,,,,,,,,,,,,,,
2012/3/30,14.51,19.4,0,,4.528571429,2.966666667,,,,,,,,,,,,,,,,,
2012/3/31,15.53,18.9,1,,4.028571429,2.466666667,,,,,,,,,,,,,,,,,
2012/4/1,17.94,14.7,1,,-5.142857143,-4.566666667,,,,,,,,,,,,,,,,,
2012/4/2,14.47,14.9,0,,-4.942857143,-4.366666667,,,,,,,,,,,,,,,,,
2012/4/3,11.95,17.7,0,,-2.142857143,-1.566666667,,,,,,,,,,,,,,,,,
2012/4/4,15.72,15.2,0,,-4.642857143,-4.066666667,,,,,,,,,,,,,,,,,
2012/4/5,11.99,20.8,0,,0.957142857,1.533333333,,,,,,,,,,,,,,,,,
2012/4/6,12.59,16,0,,-3.842857143,-3.266666667,,,,,,,,,,,,,,,,,
2012/4/7,17.69,13.8,1,,-6.042857143,-5.466666667,,,,,,,,,,,,,,,,,
2012/4/8,26.4,13.5,1,,-6.342857143,-5.766666667,,,,,,,,,,,,,,,,,
2012/4/9,12.61,23.8,0,,3.957142857,4.533333333,,,,,,,,,,,,,,,,,
2012/4/10,15.15,19.2,0,,-0.642857143,-0.066666667,,,,,,,,,,,,,,,,,
2012/4/11,10.11,18.3,0,,-1.542857143,-0.966666667,,,,,,,,,,,,,,,,,
2012/4/12,16.36,23,0,,3.157142857,3.733333333,,,,,,,,,,,,,,,,,
2012/4/13,11.73,23,0,,3.157142857,3.733333333,,,,,,,,,,,,,,,,,
2012/4/14,17.37,12.8,1,,-7.042857143,-6.466666667,,,,,,,,,,,,,,,,,
2012/4/15,22.36,16.3,1,,-3.542857143,-2.966666667,,,,,,,,,,,,,,,,,
2012/4/16,12.21,16.6,0,,-3.242857143,-2.666666667,,,,,,,,,,,,,,,,,
2012/4/17,14.68,19.1,0,,-0.742857143,-0.166666667,,,,,,,,,,,,,,,,,
2012/4/18,16.74,19.9,0,,0.057142857,0.633333333,,,,,,,,,,,,,,,,,
2012/4/19,15.33,17.6,0,,-2.242857143,-1.666666667,,,,,,,,,,,,,,,,,
2012/4/20,10.97,16.7,0,,-3.142857143,-2.566666667,,,,,,,,,,,,,,,,,
2012/4/21,19.13,14.6,1,,-5.242857143,-4.666666667,,,,,,,,,,,,,,,,,
2012/4/22,19.23,13.1,1,,-6.742857143,-6.166666667,,,,,,,,,,,,,,,,,
2012/4/23,11.15,15.7,0,,-4.142857143,-3.566666667,,,,,,,,,,,,,,,,,
2012/4/24,17.85,24.3,0,,4.457142857,5.033333333,,,,,,,,,,,,,,,,,
2012/4/25,17.28,22.6,0,,2.757142857,3.333333333,,,,,,,,,,,,,,,,,
2012/4/26,12.93,21.3,0,,1.457142857,2.033333333,,,,,,,,,,,,,,,,,
2012/4/27,17.18,17.6,0,,-2.242857143,-1.666666667,,,,,,,,,,,,,,,,,
2012/4/28,35.64,23.2,1,,3.357142857,3.933333333,,,,,,,,,,,,,,,,,
2012/4/29,40.14,26,1,,6.157142857,6.733333333,,,,,,,,,,,,,,,,,
2012/4/30,28.83,23.3,1,,3.457142857,4.033333333,,,,,,,,,,,,,,,,,
2012/5/1,23.94,22.8,0,,-2.014285714,-1.666666667,,,,,,,,,,,,,,,,,
2012/5/2,17.17,20.9,0,,-3.914285714,-3.566666667,,,,,,,,,,,,,,,,,
2012/5/3,22.93,19.2,1,,-5.614285714,-5.266666667,,,,,,,,,,,,,,,,,
2012/5/4,31.6,21.9,1,,-2.914285714,-2.566666667,,,,,,,,,,,,,,,,,
2012/5/5,42.94,26.2,1,,1.385714286,1.733333333,,,,,,,,,,,,,,,,,
2012/5/6,27.35,26.2,1,,1.385714286,1.733333333,,,,,,,,,,,,,,,,,
2012/5/7,14.04,22.2,0,,-2.614285714,-2.266666667,,,,,,,,,,,,,,,,,
2012/5/8,15.86,25,0,,0.185714286,0.533333333,,,,,,,,,,,,,,,,,
2012/5/9,15.92,22.4,0,,-2.414285714,-2.066666667,,,,,,,,,,,,,,,,,
2012/5/10,14.05,23.3,0,,-1.514285714,-1.166666667,,,,,,,,,,,,,,,,,
2012/5/11,15.75,21.9,0,,-2.914285714,-2.566666667,,,,,,,,,,,,,,,,,
2012/5/12,28.64,21,1,,-3.814285714,-3.466666667,,,,,,,,,,,,,,,,,
2012/5/13,28.38,22.3,1,,-2.514285714,-2.166666667,,,,,,,,,,,,,,,,,
2012/5/14,14.53,24.6,0,,-0.214285714,0.133333333,,,,,,,,,,,,,,,,,
2012/5/15,11.77,20.6,0,,-4.214285714,-3.866666667,,,,,,,,,,,,,,,,,
2012/5/16,20.57,27.2,0,,2.385714286,2.733333333,,,,,,,,,,,,,,,,,
2012/5/17,16.06,26.9,0,,2.085714286,2.433333333,,,,,,,,,,,,,,,,,
2012/5/18,19.08,23.4,0,,-1.414285714,-1.066666667,,,,,,,,,,,,,,,,,
2012/5/19,30.65,25.2,1,,0.385714286,0.733333333,,,,,,,,,,,,,,,,,
2012/5/20,29.52,24.8,1,,-0.014285714,0.333333333,,,,,,,,,,,,,,,,,
2012/5/21,15.2,23.9,0,,-0.914285714,-0.566666667,,,,,,,,,,,,,,,,,
2012/5/22,13.98,16.6,0,,-8.214285714,-7.866666667,,,,,,,,,,,,,,,,,
2012/5/23,20.39,25,0,,0.185714286,0.533333333,,,,,,,,,,,,,,,,,
2012/5/24,18.92,27.1,0,,2.285714286,2.633333333,,,,,,,,,,,,,,,,,
2012/5/25,14.41,22.1,0,,-2.714285714,-2.366666667,,,,,,,,,,,,,,,,,
2012/5/26,31.42,25,1,,0.185714286,0.533333333,,,,,,,,,,,,,,,,,
2012/5/27,37.08,27,1,,2.185714286,2.533333333,,,,,,,,,,,,,,,,,
2012/5/28,18.56,25,0,,0.185714286,0.533333333,,,,,,,,,,,,,,,,,
2012/5/29,20.79,25,0,,0.185714286,0.533333333,,,,,,,,,,,,,,,,,
2012/5/30,20.81,24,0,,-0.814285714,-0.466666667,,,,,,,,,,,,,,,,,
2012/5/31,18.81,24,0,,-0.814285714,-0.466666667,,,,,,,,,,,,,,,,,
2012/6/1,23.56,25.9,0,,-0.371428571,-0.966666667,,,,,,,,,,,,,,,,,
2012/6/2,32.75,25.9,1,,-0.371428571,-0.966666667,,,,,,,,,,,,,,,,,
2012/6/3,36.26,24.2,1,,-2.071428571,-2.666666667,,,,,,,,,,,,,,,,,
2012/6/4,19.97,26.5,0,,0.228571429,-0.366666667,,,,,,,,,,,,,,,,,
2012/6/5,21.41,23.5,0,,-2.771428571,-3.366666667,,,,,,,,,,,,,,,,,
2012/6/6,19.65,21.5,0,,-4.771428571,-5.366666667,,,,,,,,,,,,,,,,,
2012/6/7,23.3,24.7,0,,-1.571428571,-2.166666667,,,,,,,,,,,,,,,,,
2012/6/8,25.6,27.8,0,,1.528571429,0.933333333,,,,,,,,,,,,,,,,,
2012/6/9,28.25,21.8,1,,-4.471428571,-5.066666667,,,,,,,,,,,,,,,,,
2012/6/10,39.8,27.9,1,,1.628571429,1.033333333,,,,,,,,,,,,,,,,,
2012/6/11,21.24,23.3,0,,-2.971428571,-3.566666667,,,,,,,,,,,,,,,,,
2012/6/12,15.31,18.7,0,,-7.571428571,-8.166666667,,,,,,,,,,,,,,,,,
2012/6/13,23.36,21,0,,-5.271428571,-5.866666667,,,,,,,,,,,,,,,,,
2012/6/14,23.07,23.6,0,,-2.671428571,-3.266666667,,,,,,,,,,,,,,,,,
2012/6/15,24.86,24.8,0,,-1.471428571,-2.066666667,,,,,,,,,,,,,,,,,
2012/6/16,30.6,21.5,1,,-4.771428571,-5.366666667,,,,,,,,,,,,,,,,,
2012/6/17,38.53,27.8,1,,1.528571429,0.933333333,,,,,,,,,,,,,,,,,
2012/6/18,23.89,27.6,0,,1.328571429,0.733333333,,,,,,,,,,,,,,,,,
2012/6/19,18.43,27.2,0,,0.928571429,0.333333333,,,,,,,,,,,,,,,,,
2012/6/20,27.54,30.2,0,,3.928571429,3.333333333,,,,,,,,,,,,,,,,,
2012/6/21,21.42,26.5,0,,0.228571429,-0.366666667,,,,,,,,,,,,,,,,,
2012/6/22,27.35,23.1,0,,-3.171428571,-3.766666667,,,,,,,,,,,,,,,,,
2012/6/23,37.6,24.9,1,,-1.371428571,-1.966666667,,,,,,,,,,,,,,,,,
2012/6/24,37.25,26.1,1,,-0.171428571,-0.766666667,,,,,,,,,,,,,,,,,
2012/6/25,20.74,20,0,,-6.271428571,-6.866666667,,,,,,,,,,,,,,,,,
2012/6/26,24.19,23.6,0,,-2.671428571,-3.266666667,,,,,,,,,,,,,,,,,
2012/6/27,26.33,25.1,0,,-1.171428571,-1.766666667,,,,,,,,,,,,,,,,,
2012/6/28,20.91,25.3,0,,-0.971428571,-1.566666667,,,,,,,,,,,,,,,,,
2012/6/29,27.12,27.2,0,,0.928571429,0.333333333,,,,,,,,,,,,,,,,,
2012/6/30,37.63,27.5,1,,1.228571429,0.633333333,,,,,,,,,,,,,,,,,
2012/7/1,34.95,24.7,1,,-6.2,-3.8,,,,,,,,,,,,,,,,,
2012/7/2,28.92,27,0,,-3.9,-1.5,,,,,,,,,,,,,,,,,
2012/7/3,24.76,27.7,0,,-3.2,-0.8,,,,,,,,,,,,,,,,,
2012/7/4,31.08,29,0,,-1.9,0.5,,,,,,,,,,,,,,,,,
2012/7/5,29.6,29.4,0,,-1.5,0.9,,,,,,,,,,,,,,,,,
2012/7/6,24,28.8,0,,-2.1,0.3,,,,,,,,,,,,,,,,,
2012/7/7,34.42,25.1,1,,-5.8,-3.4,,,,,,,,,,,,,,,,,
2012/7/8,42.33,26.6,1,,-4.3,-1.9,,,,,,,,,,,,,,,,,
2012/7/9,25.9,28.9,0,,-2,0.4,,,,,,,,,,,,,,,,,
2012/7/10,30.98,31,0,,0.1,2.5,,,,,,,,,,,,,,,,,
2012/7/11,39.45,30.9,0,,0,2.4,,,,,,,,,,,,,,,,,
2012/7/12,28.26,27.4,0,,-3.5,-1.1,,,,,,,,,,,,,,,,,
2012/7/13,30.38,31,0,,0.1,2.5,,,,,,,,,,,,,,,,,
2012/7/14,41.39,33,1,,2.1,4.5,,,,,,,,,,,,,,,,,
2012/7/15,50.85,32.7,1,,1.8,4.2,,,,,,,,,,,,,,,,,
2012/7/16,50.71,33,1,,2.1,4.5,,,,,,,,,,,,,,,,,
2012/7/17,42.8,34.4,0,,3.5,5.9,,,,,,,,,,,,,,,,,
2012/7/18,36.86,32.1,0,,1.2,3.6,,,,,,,,,,,,,,,,,
2012/7/19,34.81,35.1,0,,4.2,6.6,,,,,,,,,,,,,,,,,
2012/7/20,25.89,22.2,0,,-8.7,-6.3,,,,,,,,,,,,,,,,,
2012/7/21,38.97,21.9,1,,-9,-6.6,,,,,,,,,,,,,,,,,
2012/7/22,39.47,23.3,1,,-7.6,-5.2,,,,,,,,,,,,,,,,,
2012/7/23,33.83,29,0,,-1.9,0.5,,,,,,,,,,,,,,,,,
2012/7/24,37.78,31.8,0,,0.9,3.3,,,,,,,,,,,,,,,,,
2012/7/25,55.41,33.2,0,,2.3,4.7,,,,,,,,,,,,,,,,,
2012/7/26,42.25,35.4,0,,4.5,6.9,,,,,,,,,,,,,,,,,
2012/7/27,49.85,34.2,0,,3.3,5.7,,,,,,,,,,,,,,,,,
2012/7/28,56.85,33.3,1,,2.4,4.8,,,,,,,,,,,,,,,,,
2012/7/29,52.43,33.1,1,,2.2,4.6,,,,,,,,,,,,,,,,,
2012/7/30,34.54,33.3,0,,2.4,4.8,,,,,,,,,,,,,,,,,
2012/7/31,35.09,33.9,0,,3,5.4,,,,,,,,,,,,,,,,,
2012/8/1,51.59,33.1,0,,1.314285714,0.266666667,,,,,,,,,,,,,,,,,
2012/8/2,48.56,34.7,0,,2.914285714,1.866666667,,,,,,,,,,,,,,,,,
2012/8/3,42.26,34,0,,2.214285714,1.166666667,,,,,,,,,,,,,,,,,
2012/8/4,52.96,31.8,1,,0.014285714,-1.033333333,,,,,,,,,,,,,,,,,
2012/8/5,54.85,34.2,1,,2.414285714,1.366666667,,,,,,,,,,,,,,,,,
2012/8/6,40.52,29.4,0,,-2.385714286,-3.433333333,,,,,,,,,,,,,,,,,
2012/8/7,36.83,32.4,0,,0.614285714,-0.433333333,,,,,,,,,,,,,,,,,
2012/8/8,40.55,29.6,0,,-2.185714286,-3.233333333,,,,,,,,,,,,,,,,,
2012/8/9,35.84,30.2,0,,-1.585714286,-2.633333333,,,,,,,,,,,,,,,,,
2012/8/10,36.66,31.2,0,,-0.585714286,-1.633333333,,,,,,,,,,,,,,,,,
2012/8/11,49.46,31.6,1,,-0.185714286,-1.233333333,,,,,,,,,,,,,,,,,
2012/8/12,57.37,30.9,1,,-0.885714286,-1.933333333,,,,,,,,,,,,,,,,,
2012/8/13,47.21,34.5,1,,2.714285714,1.666666667,,,,,,,,,,,,,,,,,
2012/8/14,45.76,30.6,1,,-1.185714286,-2.233333333,,,,,,,,,,,,,,,,,
2012/8/15,48.02,33.4,1,,1.614285714,0.566666667,,,,,,,,,,,,,,,,,
2012/8/16,47.29,34.5,1,,2.714285714,1.666666667,,,,,,,,,,,,,,,,,
2012/8/17,39.17,35.7,0,,3.914285714,2.866666667,,,,,,,,,,,,,,,,,
2012/8/18,38.37,30.8,1,,-0.985714286,-2.033333333,,,,,,,,,,,,,,,,,
2012/8/19,51.46,33.1,1,,1.314285714,0.266666667,,,,,,,,,,,,,,,,,
2012/8/20,36.85,33,0,,1.214285714,0.166666667,,,,,,,,,,,,,,,,,
2012/8/21,36.91,34,0,,2.214285714,1.166666667,,,,,,,,,,,,,,,,,
2012/8/22,38.91,33.5,0,,1.714285714,0.666666667,,,,,,,,,,,,,,,,,
2012/8/23,38.9,34.2,0,,2.414285714,1.366666667,,,,,,,,,,,,,,,,,
2012/8/24,34.99,35.2,0,,3.414285714,2.366666667,,,,,,,,,,,,,,,,,
2012/8/25,51.47,34.4,1,,2.614285714,1.566666667,,,,,,,,,,,,,,,,,
2012/8/26,50.31,34.8,1,,3.014285714,1.966666667,,,,,,,,,,,,,,,,,
2012/8/27,33.07,35,0,,3.214285714,2.166666667,,,,,,,,,,,,,,,,,
2012/8/28,36.7,33.8,0,,2.014285714,0.966666667,,,,,,,,,,,,,,,,,
2012/8/29,37.1,32.5,0,,0.714285714,-0.333333333,,,,,,,,,,,,,,,,,
2012/8/30,35.83,35.6,0,,3.814285714,2.766666667,,,,,,,,,,,,,,,,,
2012/8/31,36.1,33.8,0,,2.014285714,0.966666667,,,,,,,,,,,,,,,,,
2012/9/1,44.5,31.4,1,,3.828571429,3.5,,,,,,,,,,,,,,,,,
2012/9/2,39.52,28.6,1,,1.028571429,0.7,,,,,,,,,,,,,,,,,
2012/9/3,25.89,30.6,0,,3.028571429,2.7,,,,,,,,,,,,,,,,,
2012/9/4,32.04,31.4,0,,3.828571429,3.5,,,,,,,,,,,,,,,,,
2012/9/5,28.1,33.2,0,,5.628571429,5.3,,,,,,,,,,,,,,,,,
2012/9/6,26.31,32.9,0,,5.328571429,5,,,,,,,,,,,,,,,,,
2012/9/7,30.98,31.4,0,,3.828571429,3.5,,,,,,,,,,,,,,,,,
2012/9/8,40.32,32.5,1,,4.928571429,4.6,,,,,,,,,,,,,,,,,
2012/9/9,44.1,32.8,1,,5.228571429,4.9,,,,,,,,,,,,,,,,,
2012/9/10,25.96,33.1,0,,5.528571429,5.2,,,,,,,,,,,,,,,,,
2012/9/11,23.86,33.5,0,,5.928571429,5.6,,,,,,,,,,,,,,,,,
2012/9/12,27.59,32.9,0,,5.328571429,5,,,,,,,,,,,,,,,,,
2012/9/13,28.71,33.8,0,,6.228571429,5.9,,,,,,,,,,,,,,,,,
2012/9/14,27.26,32.1,0,,4.528571429,4.2,,,,,,,,,,,,,,,,,
2012/9/15,36.48,32.3,1,,4.728571429,4.4,,,,,,,,,,,,,,,,,
2012/9/16,43.06,31.7,1,,4.128571429,3.8,,,,,,,,,,,,,,,,,
2012/9/17,36.54,30.7,1,,3.128571429,2.8,,,,,,,,,,,,,,,,,
2012/9/18,25.28,31.8,0,,4.228571429,3.9,,,,,,,,,,,,,,,,,
2012/9/19,22.48,29.1,0,,1.528571429,1.2,,,,,,,,,,,,,,,,,
2012/9/20,21.63,31,0,,3.428571429,3.1,,,,,,,,,,,,,,,,,
2012/9/21,22.13,26.9,0,,-0.671428571,-1,,,,,,,,,,,,,,,,,
2012/9/22,32.1,25.2,1,,-2.371428571,-2.7,,,,,,,,,,,,,,,,,
2012/9/23,24.37,22.5,1,,-5.071428571,-5.4,,,,,,,,,,,,,,,,,
2012/9/24,15.31,28.1,0,,0.528571429,0.2,,,,,,,,,,,,,,,,,
2012/9/25,17.84,22.4,0,,-5.171428571,-5.5,,,,,,,,,,,,,,,,,
2012/9/26,18.16,25.5,0,,-2.071428571,-2.4,,,,,,,,,,,,,,,,,
2012/9/27,15.33,24.8,0,,-2.771428571,-3.1,,,,,,,,,,,,,,,,,
2012/9/28,19.58,25.1,0,,-2.471428571,-2.8,,,,,,,,,,,,,,,,,
2012/9/29,27.05,28.1,1,,0.528571429,0.2,,,,,,,,,,,,,,,,,
2012/9/30,26.17,29.5,1,,1.928571429,1.6,,,,,,,,,,,,,,,,,
2012/10/1,20.38,31,0,,8.514285714,8.533333333,,,,,,,,,,,,,,,,,
2012/10/2,18.64,26.5,0,,4.014285714,4.033333333,,,,,,,,,,,,,,,,,
2012/10/3,18.1,22.7,0,,0.214285714,0.233333333,,,,,,,,,,,,,,,,,
2012/10/4,18.21,27.3,0,,4.814285714,4.833333333,,,,,,,,,,,,,,,,,
2012/10/5,21.1,28.1,0,,5.614285714,5.633333333,,,,,,,,,,,,,,,,,
2012/10/6,25.79,27.9,1,,5.414285714,5.433333333,,,,,,,,,,,,,,,,,
2012/10/7,26.83,20.9,1,,-1.585714286,-1.566666667,,,,,,,,,,,,,,,,,
2012/10/8,26.98,23.1,1,,0.614285714,0.633333333,,,,,,,,,,,,,,,,,
2012/10/9,13.98,22.6,0,,0.114285714,0.133333333,,,,,,,,,,,,,,,,,
2012/10/10,17.08,23,0,,0.514285714,0.533333333,,,,,,,,,,,,,,,,,
2012/10/11,13.29,25,0,,2.514285714,2.533333333,,,,,,,,,,,,,,,,,
2012/10/12,14.3,24.7,0,,2.214285714,2.233333333,,,,,,,,,,,,,,,,,
2012/10/13,22.17,24.6,1,,2.114285714,2.133333333,,,,,,,,,,,,,,,,,
2012/10/14,20.87,19.5,1,,-2.985714286,-2.966666667,,,,,,,,,,,,,,,,,
2012/10/15,14.23,25.7,0,,3.214285714,3.233333333,,,,,,,,,,,,,,,,,
2012/10/16,15.31,22.5,0,,0.014285714,0.033333333,,,,,,,,,,,,,,,,,
2012/10/17,13.3,23.4,0,,0.914285714,0.933333333,,,,,,,,,,,,,,,,,
2012/10/18,11.47,20.6,0,,-1.885714286,-1.866666667,,,,,,,,,,,,,,,,,
2012/10/19,12.53,20.1,0,,-2.385714286,-2.366666667,,,,,,,,,,,,,,,,,
2012/10/20,20.29,21.5,1,,-0.985714286,-0.966666667,,,,,,,,,,,,,,,,,
2012/10/21,26.08,25.5,1,,3.014285714,3.033333333,,,,,,,,,,,,,,,,,
2012/10/22,12.24,23.3,0,,0.814285714,0.833333333,,,,,,,,,,,,,,,,,
2012/10/23,12.67,25.2,0,,2.714285714,2.733333333,,,,,,,,,,,,,,,,,
2012/10/24,10.93,20.8,0,,-1.685714286,-1.666666667,,,,,,,,,,,,,,,,,
2012/10/25,9.6,19.3,0,,-3.185714286,-3.166666667,,,,,,,,,,,,,,,,,
2012/10/26,12.24,22.5,0,,0.014285714,0.033333333,,,,,,,,,,,,,,,,,
2012/10/27,19.41,20.8,1,,-1.685714286,-1.666666667,,,,,,,,,,,,,,,,,
2012/10/28,15.32,16.4,1,,-6.085714286,-6.066666667,,,,,,,,,,,,,,,,,
2012/10/29,10.03,22.7,0,,0.214285714,0.233333333,,,,,,,,,,,,,,,,,
2012/10/30,10.4,17.9,0,,-4.585714286,-4.566666667,,,,,,,,,,,,,,,,,
2012/10/31,11.67,18.7,0,,-3.785714286,-3.766666667,,,,,,,,,,,,,,,,,
2012/11/1,9.92,21.5,0,,4.542857143,3.2,,,,,,,,,,,,,,,,,
2012/11/2,9.2,19.1,0,,2.142857143,0.8,,,,,,,,,,,,,,,,,
2012/11/3,16.77,18,1,,1.042857143,-0.3,,,,,,,,,,,,,,,,,
2012/11/4,17.73,19.2,1,,2.242857143,0.9,,,,,,,,,,,,,,,,,
2012/11/5,8.08,16,0,,-0.957142857,-2.3,,,,,,,,,,,,,,,,,
2012/11/6,10.07,16.1,0,,-0.857142857,-2.2,,,,,,,,,,,,,,,,,
2012/11/7,10.9,20.3,0,,3.342857143,2,,,,,,,,,,,,,,,,,
2012/11/8,9.47,20.5,0,,3.542857143,2.2,,,,,,,,,,,,,,,,,
2012/11/9,9.71,20.6,0,,3.642857143,2.3,,,,,,,,,,,,,,,,,
2012/11/10,15.05,20.1,1,,3.142857143,1.8,,,,,,,,,,,,,,,,,
2012/11/11,11.54,15.1,1,,-1.857142857,-3.2,,,,,,,,,,,,,,,,,
2012/11/12,8.91,19,0,,2.042857143,0.7,,,,,,,,,,,,,,,,,
2012/11/13,9.4,18,0,,1.042857143,-0.3,,,,,,,,,,,,,,,,,
2012/11/14,8.87,19.2,0,,2.242857143,0.9,,,,,,,,,,,,,,,,,
2012/11/15,6.97,16.3,0,,-0.657142857,-2,,,,,,,,,,,,,,,,,
2012/11/16,8.71,17.2,0,,0.242857143,-1.1,,,,,,,,,,,,,,,,,
2012/11/17,11.96,17.2,1,,0.242857143,-1.1,,,,,,,,,,,,,,,,,
2012/11/18,19.2,17.1,1,,0.142857143,-1.2,,,,,,,,,,,,,,,,,
2012/11/19,11.01,9.9,0,,-7.057142857,-8.4,,,,,,,,,,,,,,,,,
2012/11/20,7.98,17.9,0,,0.942857143,-0.4,,,,,,,,,,,,,,,,,
2012/11/21,9.91,15,0,,-1.957142857,-3.3,,,,,,,,,,,,,,,,,
2012/11/22,8.86,14.3,0,,-2.657142857,-4,,,,,,,,,,,,,,,,,
2012/11/23,11.86,13.3,1,,-3.657142857,-5,,,,,,,,,,,,,,,,,
2012/11/24,15.23,12.8,1,,-4.157142857,-5.5,,,,,,,,,,,,,,,,,
2012/11/25,15.12,12.4,1,,-4.557142857,-5.9,,,,,,,,,,,,,,,,,
2012/11/26,7.17,13.2,0,,-3.757142857,-5.1,,,,,,,,,,,,,,,,,
2012/11/27,7.62,13.7,0,,-3.257142857,-4.6,,,,,,,,,,,,,,,,,
2012/11/28,11.27,8.5,0,,-8.457142857,-9.8,,,,,,,,,,,,,,,,,
2012/11/29,9.16,16,0,,-0.957142857,-2.3,,,,,,,,,,,,,,,,,
2012/11/30,7.94,12.4,0,,-4.557142857,-5.9,,,,,,,,,,,,,,,,,
2012/12/1,14.87,10.4,1,,-1.7,-2.066666667,,,,,,,,,,,,,,,,,
2012/12/2,18.48,8.6,1,,-3.5,-3.866666667,,,,,,,,,,,,,,,,,
2012/12/3,8.64,9.2,0,,-2.9,-3.266666667,,,,,,,,,,,,,,,,,
2012/12/4,7.35,13.5,0,,1.4,1.033333333,,,,,,,,,,,,,,,,,
2012/12/5,8.31,13.7,0,,1.6,1.233333333,,,,,,,,,,,,,,,,,
2012/12/6,8.18,18.4,0,,6.3,5.933333333,,,,,,,,,,,,,,,,,
2012/12/7,9.92,12.8,0,,0.7,0.333333333,,,,,,,,,,,,,,,,,
2012/12/8,15.87,17,1,,4.9,4.533333333,,,,,,,,,,,,,,,,,
2012/12/9,11.59,10.8,1,,-1.3,-1.666666667,,,,,,,,,,,,,,,,,
